6/16/2014,PASTA SHOP 4TH ST ,12.7,Food
6/17/2014,AU COQUELET CAFE ,4.31,Food
6/18/2014,ANGELINES LOUISIA ,88,Food
6/18/2014,ALMARE LLC ,11.5,Food
6/19/2014,MANDARIN GARDEN ,10,Food
6/20/2014,LAMA BEANS ,11.99,Food
6/21/2014,COUNTRY CHEESE COFFEE MAR ,17.17,Food
6/21/2014,MONTEREY MARKET ,65.77,Food
6/21/2014,PET FOOD EXPRESS 3027 510-486-9600 CA ,71.48,Cats
6/22/2014,MONTEREY MARKET ,20.32,Food
6/23/2014,ATM WITHDRAWAL                       000125  06/232150 SHAT,60,Cash
6/23/2014,PLAYSTATION SONYENTERT 800-345-7669 CA ,5,Fun
6/23/2014,WALGREENS #15025 ,15.24,Health
6/24/2014,MONTEREY MARKET ,13.37,Food
6/26/2014,TRADER JOES #186 QPS ,7.47,Food
6/26/2014,RED TOMATOE PIZZA HOUS ,16.37,Fun
6/26/2014,LAMA BEANS ,12,Food
6/27/2014,MIDDLE EAST MARKET ,7.29,Food
6/27/2014,MONTE CRISTO TAQUE ,19.95,Food
6/27/2014,SOUTHWES 5262427067629 800-435-9792 TX ,49.5,Travel
6/27/2014,TRADER JOES #186 QPS ,14.96,Food
6/27/2014,SQ *CAFE YESTERDAY Berkeley CA ,21.63,Food
6/28/2014,"Now Foods Organic Whey Protein, Natural Unflavored 1 Pound",28.33,Food
6/28/2014,PATTIS AUTO CARE ,131.39,Trans
6/29/2014,REI 12 BERKELEY 1 ,391.28,Gear
6/30/2014,PGE,35.05,Util
6/30/2014,EBMUD,38.54,Util
6/30/2014,CITY OF BERKELEY- IPS ,1,Trans
6/30/2014,SQ *CAFE YESTERDAY Berkeley CA ,21.63,Food
6/30/2014,AU COQUELET CAFE ,14,Food
7/1/2014,Rent,1219,Rent
7/1/2014,PET VET/PET FOOD -,129.77,Cats
7/1/2014,VIKS CHAAT CORNER,12.26,Food
7/1/2014,BERKELEY ACE HDWE,15.77,Home
7/1/2014,MONTE CRISTO TAQUE,19.95,Food
7/2/2014,AAA MEMBERSHIP,92,Travel
7/2/2014,MAGNANIS POULTRY,12.6,Travel
7/2/2014,MONTEREY MARKET,49.47,Travel
7/2/2014,BANGKOK THAI CUISINE,25,Food
